2011-02-22	01:06:13	0.015086	0.014356	0.014843	0.013626	0.011193	0.011193	0.011193	0.011193	0.011436	0.014113	0.015086	0.018006
2011-02-22	02:06:13	0.015079	0.014349	0.014836	0.013620	0.011188	0.011188	0.011188	0.011188	0.011431	0.014106	0.015079	0.017998
2011-02-22	03:06:13	0.015072	0.014342	0.014829	0.013613	0.011182	0.011182	0.011182	0.011182	0.011425	0.014099	0.015072	0.017989
2011-02-22	04:06:13	0.015064	0.014335	0.014821	0.013607	0.011177	0.011177	0.011177	0.011177	0.011420	0.014092	0.015064	0.017980
2011-02-22	05:06:13	0.015057	0.014329	0.014814	0.013600	0.011171	0.011171	0.011171	0.011171	0.011414	0.014086	0.015057	0.017971
2011-02-22	06:06:13	0.015050	0.014322	0.014807	0.013593	0.011166	0.011166	0.011166	0.011166	0.011409	0.014079	0.015050	0.017963
2011-02-22	07:06:13	0.015042	0.014315	0.014800	0.013587	0.011161	0.011161	0.011161	0.011161	0.011403	0.014072	0.015042	0.017954
2011-02-22	08:06:13	0.015035	0.014308	0.014793	0.013580	0.011155	0.011155	0.011155	0.011155	0.011398	0.014065	0.015035	0.017945
2011-02-22	09:06:13	0.015028	0.014301	0.014785	0.013574	0.011150	0.011150	0.011150	0.011150	0.011392	0.014058	0.015028	0.017936
2011-02-22	10:06:13	0.015021	0.014294	0.014778	0.013567	0.011144	0.011144	0.011144	0.011144	0.011387	0.014052	0.015021	0.017928
2011-02-22	11:06:13	0.015013	0.014287	0.014771	0.013560	0.011139	0.011139	0.011139	0.011139	0.011381	0.014045	0.015013	0.017919
2011-02-22	12:06:13	0.015006	0.014280	0.014764	0.013554	0.011134	0.011134	0.011134	0.011134	0.011376	0.014038	0.015006	0.017910
2011-02-22	13:06:13	0.014999	0.014273	0.014757	0.013547	0.011128	0.011128	0.011128	0.011128	0.011370	0.014031	0.014999	0.017902
2011-02-22	14:06:13	0.014992	0.014266	0.014750	0.013541	0.011123	0.011123	0.011123	0.011123	0.011365	0.014024	0.014992	0.017893
2011-02-22	15:06:13	0.014984	0.014259	0.014743	0.013534	0.011117	0.011117	0.011117	0.011117	0.011359	0.014018	0.014984	0.017884
2011-02-22	16:06:13	0.014977	0.014252	0.014735	0.013528	0.011112	0.011112	0.011112	0.011112	0.011354	0.014011	0.014977	0.017876
2011-02-22	17:06:13	0.014970	0.014245	0.014728	0.013521	0.011107	0.011107	0.011107	0.011107	0.011348	0.014004	0.014970	0.017867
2011-02-22	18:06:13	0.014963	0.014239	0.014721	0.013515	0.011101	0.011101	0.011101	0.011101	0.011343	0.013997	0.014963	0.017859
2011-02-22	19:06:13	0.014955	0.014232	0.014714	0.013508	0.011096	0.011096	0.011096	0.011096	0.011337	0.013991	0.014955	0.017850
2011-02-22	20:06:13	0.014948	0.014225	0.014707	0.013502	0.011091	0.011091	0.011091	0.011091	0.011332	0.013984	0.014948	0.017841
2011-02-22	21:06:13	0.014941	0.014218	0.014700	0.013495	0.011085	0.011085	0.011085	0.011085	0.011326	0.013977	0.014941	0.017833
2011-02-22	22:06:13	0.014934	0.014211	0.014693	0.013489	0.011080	0.011080	0.011080	0.011080	0.011321	0.013970	0.014934	0.017824
2011-02-22	23:06:13	0.014927	0.014204	0.014686	0.013482	0.011075	0.011075	0.011075	0.011075	0.011315	0.013964	0.014927	0.017816
