PUMP1_DO|Bomba 1|0|0|1|Off|On|
PUMP2_DO|Bomba 2|0|0|2|Off|On|
PUMP3_DO|Bomba 3|0|0|3|Off|On|
PUMP1V_DO|Bomba 1|0|0|4|Off|On|
PUMP2V_DO|Bomba 2|0|0|5|Off|On|
#XVPUMP1_DO|VBomba 1|0|0|7|Off|On|
#XVPUMP2_DO|VBomba 2|0|0|9|Off|On|
#YPUMP1_DO|Bomba 1|0|0|12|Off|On|
#YPUMP2_DO|Bomba 2|0|0|13|Off|On|
#YPUMP3_DO|Bomba 3|0|0|14|Off|On|
#YVPUMP1_DO|VBomba 1|0|0|15|Off|On|
#    Tag
#    Description
#    Driver Number
#    Card
#    Channel
#    Low Description
#    High Description
DO_000|Discrete Onput 000|0|0|0|closed|open|
DO_001|Discrete Onput 001|0|0|1|off|on|
DO_002|Discrete Onput 002|0|0|2|ok|alarm|
DO_003|Discrete Onput 003|0|0|3|ok|failed|
DO_004|Discrete Onput 004|0|0|4|closed|open|
DO_005|Discrete Onput 005|0|0|5|off|on|
DO_006|Discrete Onput 006|0|0|6|ok|alarm|
DO_007|Discrete Onput 007|0|0|7|ok|failed|
DO_008|Discrete Onput 008|0|0|8|closed|open|
DO_009|Discrete Onput 009|0|0|9|off|on|
DO_010|Discrete Onput 010|0|0|10|ok|alarm|
DO_011|Discrete Onput 011|0|0|11|ok|failed|
DO_012|Discrete Onput 012|0|0|12|closed|open|
DO_013|Discrete Onput 013|0|0|13|off|on|
DO_014|Discrete Onput 014|0|0|14|ok|alarm|
DO_015|Discrete Onput 015|0|0|15|ok|failed|
DO_016|Discrete Onput 016|0|0|16|closed|open|
DO_017|Discrete Onput 017|0|0|17|off|on|
DO_018|Discrete Onput 018|0|0|18|ok|alarm|
DO_019|Discrete Onput 019|0|0|19|ok|failed|
DO_020|Discrete Onput 020|0|0|20|closed|open|
DO_021|Discrete Onput 021|0|0|21|off|on|
DO_022|Discrete Onput 022|0|0|22|ok|alarm|
DO_023|Discrete Onput 023|0|0|23|ok|failed|
DO_024|Discrete Onput 024|0|0|24|closed|open|
DO_025|Discrete Onput 025|0|0|25|off|on|
DO_026|Discrete Onput 026|0|0|26|ok|alarm|
DO_027|Discrete Onput 027|0|0|27|ok|failed|
DO_028|Discrete Onput 028|0|0|28|closed|open|
DO_029|Discrete Onput 029|0|0|29|off|on|
DO_030|Discrete Onput 030|0|0|30|ok|alarm|
DO_031|Discrete Onput 031|0|0|31|ok|failed|
DO_032|Discrete Onput 032|0|0|32|closed|open|
DO_033|Discrete Onput 033|0|0|33|off|on|
DO_034|Discrete Onput 034|0|0|34|ok|alarm|
DO_035|Discrete Onput 035|0|0|35|ok|failed|
DO_036|Discrete Onput 036|0|0|36|closed|open|
DO_037|Discrete Onput 037|0|0|37|off|on|
DO_038|Discrete Onput 038|0|0|38|ok|alarm|
DO_039|Discrete Onput 039|0|0|39|ok|failed|
DO_040|Discrete Onput 040|0|0|40|closed|open|
DO_041|Discrete Onput 041|0|0|41|off|on|
DO_042|Discrete Onput 042|0|0|42|ok|alarm|
DO_043|Discrete Onput 043|0|0|43|ok|failed|
DO_044|Discrete Onput 044|0|0|44|closed|open|
DO_045|Discrete Onput 045|0|0|45|off|on|
DO_046|Discrete Onput 046|0|0|46|ok|alarm|
DO_047|Discrete Onput 047|0|0|47|ok|failed|
DO_048|Discrete Onput 048|0|0|48|closed|open|
DO_049|Discrete Onput 049|0|0|49|off|on|
DO_050|Discrete Onput 050|0|0|50|ok|alarm|
DO_051|Discrete Onput 051|0|0|51|ok|failed|
DO_052|Discrete Onput 052|0|0|52|closed|open|
DO_053|Discrete Onput 053|0|0|53|off|on|
DO_054|Discrete Onput 054|0|0|54|ok|alarm|
DO_055|Discrete Onput 055|0|0|55|ok|failed|
DO_056|Discrete Onput 056|0|0|56|closed|open|
DO_057|Discrete Onput 057|0|0|57|off|on|
DO_058|Discrete Onput 058|0|0|58|ok|alarm|
DO_059|Discrete Onput 059|0|0|59|ok|failed|
DO_060|Discrete Onput 060|0|0|60|closed|open|
DO_061|Discrete Onput 061|0|0|61|off|on|
DO_062|Discrete Onput 062|0|0|62|ok|alarm|
DO_063|Discrete Onput 063|0|0|63|ok|failed|
DO_064|Discrete Onput 064|0|0|64|closed|open|
DO_065|Discrete Onput 065|0|0|65|off|on|
DO_066|Discrete Onput 066|0|0|66|ok|alarm|
DO_067|Discrete Onput 067|0|0|67|ok|failed|
DO_068|Discrete Onput 068|0|0|68|closed|open|
DO_069|Discrete Onput 069|0|0|69|off|on|
DO_070|Discrete Onput 070|0|0|70|ok|alarm|
DO_071|Discrete Onput 071|0|0|71|ok|failed|
DO_072|Discrete Onput 072|0|0|72|closed|open|
DO_073|Discrete Onput 073|0|0|73|off|on|
DO_074|Discrete Onput 074|0|0|74|ok|alarm|
DO_075|Discrete Onput 075|0|0|75|ok|failed|
DO_076|Discrete Onput 076|0|0|76|closed|open|
DO_077|Discrete Onput 077|0|0|77|off|on|
DO_078|Discrete Onput 078|0|0|78|ok|alarm|
DO_079|Discrete Onput 079|0|0|79|ok|failed|
DO_080|Discrete Onput 080|0|0|80|closed|open|
DO_081|Discrete Onput 081|0|0|81|off|on|
DO_082|Discrete Onput 082|0|0|82|ok|alarm|
DO_083|Discrete Onput 083|0|0|83|ok|failed|
DO_084|Discrete Onput 084|0|0|84|closed|open|
DO_085|Discrete Onput 085|0|0|85|off|on|
DO_086|Discrete Onput 086|0|0|86|ok|alarm|
DO_087|Discrete Onput 087|0|0|87|ok|failed|
DO_088|Discrete Onput 088|0|0|88|closed|open|
DO_089|Discrete Onput 089|0|0|89|off|on|
DO_090|Discrete Onput 090|0|0|90|ok|alarm|
DO_091|Discrete Onput 091|0|0|91|ok|failed|
DO_092|Discrete Onput 092|0|0|92|closed|open|
DO_093|Discrete Onput 093|0|0|93|off|on|
DO_094|Discrete Onput 094|0|0|94|ok|alarm|
DO_095|Discrete Onput 095|0|0|95|ok|failed|
DO_096|Discrete Onput 096|0|0|96|closed|open|
DO_097|Discrete Onput 097|0|0|97|off|on|
DO_098|Discrete Onput 098|0|0|98|ok|alarm|
DO_099|Discrete Onput 099|0|0|99|ok|failed|
DO_100|Discrete Onput 100|0|0|100|closed|open|
DO_101|Discrete Onput 101|0|0|101|off|on|
DO_102|Discrete Onput 102|0|0|102|ok|alarm|
DO_103|Discrete Onput 103|0|0|103|ok|failed|
DO_104|Discrete Onput 104|0|0|104|closed|open|
DO_105|Discrete Onput 105|0|0|105|off|on|
DO_106|Discrete Onput 106|0|0|106|ok|alarm|
DO_107|Discrete Onput 107|0|0|107|ok|failed|
DO_108|Discrete Onput 108|0|0|108|closed|open|
DO_109|Discrete Onput 109|0|0|109|off|on|
DO_110|Discrete Onput 110|0|0|110|ok|alarm|
DO_111|Discrete Onput 111|0|0|111|ok|failed|
DO_112|Discrete Onput 112|0|0|112|closed|open|
DO_113|Discrete Onput 113|0|0|113|off|on|
DO_114|Discrete Onput 114|0|0|114|ok|alarm|
DO_115|Discrete Onput 115|0|0|115|ok|failed|
DO_116|Discrete Onput 116|0|0|116|closed|open|
DO_117|Discrete Onput 117|0|0|117|off|on|
DO_118|Discrete Onput 118|0|0|118|ok|alarm|
DO_119|Discrete Onput 119|0|0|119|ok|failed|
DO_120|Discrete Onput 120|0|0|120|closed|open|
DO_121|Discrete Onput 121|0|0|121|off|on|
DO_122|Discrete Onput 122|0|0|122|ok|alarm|
DO_123|Discrete Onput 123|0|0|123|ok|failed|
DO_124|Discrete Onput 124|0|0|124|closed|open|
DO_125|Discrete Onput 125|0|0|125|off|on|
DO_126|Discrete Onput 126|0|0|126|ok|alarm|
DO_127|Discrete Onput 127|0|0|127|ok|failed|
DO_128|Discrete Onput 128|0|0|128|closed|open|
DO_129|Discrete Onput 129|0|0|129|off|on|
DO_130|Discrete Onput 130|0|0|130|ok|alarm|
DO_131|Discrete Onput 131|0|0|131|ok|failed|
DO_132|Discrete Onput 132|0|0|132|closed|open|
DO_133|Discrete Onput 133|0|0|133|off|on|
DO_134|Discrete Onput 134|0|0|134|ok|alarm|
DO_135|Discrete Onput 135|0|0|135|ok|failed|
DO_136|Discrete Onput 136|0|0|136|closed|open|
DO_137|Discrete Onput 137|0|0|137|off|on|
DO_138|Discrete Onput 138|0|0|138|ok|alarm|
