PUMP1_AMP|BOMBA 1|amps|0|0|5|0.0|50.0|6400|32000|3|-12.50|0|0|0|0|0|0|0|0|0|
PUMP2_AMP|BOMBA 2|amps|0|0|4|0.0|50.0|6400|32000|3|-12.50|0|0|0|0|0|0|0|0|0|
PUMP3_AMP|BOMBA 3|amps|0|0|3|0.0|50.0|6400|32000|3|-12.50|0|0|0|0|0|0|0|0|0|
LEVEL|NIVEL|cm|0|0|2|500.0|0.0|6400|32000|4|-125.0|0|0|0|0|0|0|0|0|0|
#    Tag
#    Description
#    Engineering Units Label
#    Driver Number
#    Card
#    Channel
#    Engineering Units Low
#    Engineering Units High
#    Raw Value Low
#    Raw Value High
#    Decimal Places
#    Zero Cutoff
#    Alarm Low
#    Caution Low
#    Caution High
#    Alarm High
#    Alarm Deadband
#    Alarm Low Enable
#    Caution Low Enable
#    Caution High Enable
#    Alarm High Enable
AI_000|Analong Input 000|psi|0|0|0|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_001|Analong Input 001|amps|0|0|1|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_002|Analong Input 002|degC|0|0|2|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_003|Analong Input 003|rpm|0|0|3|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_004|Analong Input 004|psi|0|0|4|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_005|Analong Input 005|amps|0|0|5|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_006|Analong Input 006|degC|0|0|6|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_007|Analong Input 007|rpm|0|0|7|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_008|Analong Input 008|psi|0|0|8|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_009|Analong Input 009|amps|0|0|9|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_010|Analong Input 010|degC|0|0|10|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_011|Analong Input 011|rpm|0|0|11|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_012|Analong Input 012|psi|0|0|12|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_013|Analong Input 013|amps|0|0|13|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_014|Analong Input 014|degC|0|0|14|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_015|Analong Input 015|rpm|0|0|15|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_016|Analong Input 016|psi|0|0|16|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_017|Analong Input 017|amps|0|0|17|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_018|Analong Input 018|degC|0|0|18|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_019|Analong Input 019|rpm|0|0|19|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_020|Analong Input 020|psi|0|0|20|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_021|Analong Input 021|amps|0|0|21|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_022|Analong Input 022|degC|0|0|22|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_023|Analong Input 023|rpm|0|0|23|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_024|Analong Input 024|psi|0|0|24|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_025|Analong Input 025|amps|0|0|25|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_026|Analong Input 026|degC|0|0|26|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_027|Analong Input 027|rpm|0|0|27|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_028|Analong Input 028|psi|0|0|28|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_029|Analong Input 029|amps|0|0|29|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_030|Analong Input 030|degC|0|0|30|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_031|Analong Input 031|rpm|0|0|31|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_032|Analong Input 032|psi|0|0|32|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_033|Analong Input 033|amps|0|0|33|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
AI_034|Analong Input 034|degC|0|0|34|0|10|0|100|3|-12.50|0|0|0|0|0|0|0|0|0|
